classification	timestamp	text	tweet_id	tweeter_id
0	Mon Jan 30 16:08:57 +0000 2017	Many NETGEAR Routers Leak Admin Passwords: NETGEAR has released firmware updates for many of its routers… https://t.co/QKxmjYAq1L #infosec	826099894502821889	48
0	Mon Jan 30 17:27:19 +0000 2017	Fitness Wearable Maker Fitbit To Cut Six-Percent of Its Staff Following a Disappointing Q4 https://t.co/eQkTIctMXB	826119617345097729	7
0	Mon Jan 30 15:51:56 +0000 2017	Passport officer: Favourite websites?  Me: CNN, New York Times, ummm... @BadlandsNPS ??  Officer: Turn around now. https://t.co/yRFMCediUn	826095611355230209	24
0	Mon Jan 30 22:21:28 +0000 2017	@arabesquedoll Hi Gabriel. We'd like to look into this. Could you tell us more info about your issue? Also, does this only happen on Chrome?	826193640154419203	69
0	Mon Jan 30 05:07:46 +0000 2017	WordPress patches dangerous XSS, SQL injection bugs: The security release fixes three flaws in the… https://t.co/mHFeqxr0eg #infosec	825933500750499840	48
0	Mon Jan 30 08:03:15 +0000 2017	#vulnerability #security : Bugtraq: Multiple blind SQL injection vulnerabilities in FormBuilder WordPress Plugin https://t.co/BW6guMqLzH	825977664540463105	61
0	Mon Jan 30 01:05:43 +0000 2017	The latest #Linux Webserver #Security! https://t.co/uFli9YkTPp Thanks to @cloud66 @wopot @AnaHristian #wordpress #security	825872585481211904	73
0	Mon Jan 30 11:38:00 +0000 2017	Bugtraq: Persistent Cross-Site Scripting vulnerability in User Access Manager WordPress Plugin… https://t.co/fZJoRZSg9O #infosec	826031707484598273	48
0	Mon Jan 30 13:59:01 +0000 2017	Severe vulnerability in Cisco's WebEx extension for Chrome leaves PCs open to easy attack https://t.co/N2xmxcYjbu	826067193670594563	65
1	Mon Jan 30 07:08:06 +0000 2017	Last Dridex Trojan variant uses a new tactic to bypass Windows UAC: A new variant of the Dridex Trojan… https://t.co/a0dpVO6vf5 #infosec	825963782358724609	48
0	Mon Jan 30 21:27:18 +0000 2017	Google Removes Plugin Controls From Chrome, Reports Claim https://t.co/xPtKrSoT3U	826180009933029376	7
0	Mon Jan 30 19:00:09 +0000 2017	#WordPress FormBuilder 1.05 Cross Site Request Forgery https://t.co/eP9cfpRbR9 #PacketStorm	826142976439037952	25
0	Mon Jan 30 13:05:42 +0000 2017	The latest #Linux Webserver #Security! https://t.co/XEl9mA8A1U Thanks to @mattersolutions @0xjudd @brightgreenpath #wordpress #security	826053775345512448	73
0	Mon Jan 30 05:42:05 +0000 2017	#cybersecurity Beware of OneClass Chrome Extension https://t.co/AfIYnNodFx #infosec	825942139116802048	33
1	Mon Jan 30 19:15:07 +0000 2017	RHEL 7 : JBoss Core Services (RHSA-2017:0194) https://t.co/zJ9Tmyn7eM #Nessus	826146744849227776	25
0	Mon Jan 30 06:10:27 +0000 2017	CVE-2017-5611 https://t.co/MIGgklLBWu SQL injection vulnerability in wp-includes/class-wp-query.php in WP_Query in WordPress before 4.7.2 …	825949274127138816	15
0	Mon Jan 30 20:45:57 +0000 2017	#news : Facebook tries to revamp password recovery by supplanting email https://t.co/EOkeHfxFBd	826169601637625856	61
1	Mon Jan 30 22:12:43 +0000 2017	Last Dridex Trojan variant uses a new tactic to bypass Windows UAC https://t.co/470FxoMURl #securityaffairs #Dridex #malware #banks	825975976387608576	30
0	Mon Jan 30 19:18:23 +0000 2017	#Windows10 Tip: Get to your files &amp; photos from anywhere, on any device. Stay in sync with @OneDrive:… https://t.co/o88KBS0e2L	826147565385170946	72
1	Mon Jan 30 12:59:20 +0000 2017	Dridex Is Back, Uses New Windows UAC Bypass Method https://t.co/3HAPNt4xcB	826052173163290624	74
1	Mon Jan 30 07:27:07 +0000 2017	#cybersecurity Last Dridex Trojan variant uses a new tactic to bypass Windows UAC https://t.co/kdWtq4o5Gw #infosec	825968571205328897	33
0	Mon Jan 30 18:34:04 +0000 2017	threatmeter: WordPress FormBuilder 1.05 Cross Site Request Forgery https://t.co/0tTTolx3BT	826136412462411776	43
0	Mon Jan 30 19:25:28 +0000 2017	RT @brunoborges: Say hello to Oracle's Container Registry, a place to download pre-built #Docker images for key products like Java,… 	826149349260357634	47
0	Mon Jan 30 21:46:50 +0000 2017	Gmail will stop allowing JavaScript (.js) file attachments starting February 13, 2017 https://t.co/TMc3BopTj9 #securityaffairs #Gmail #Java…	824591977564016641	30
0	Mon Jan 30 20:50:47 +0000 2017	WordPress up to 4.7.1 Press This class-wp-press-this.php privilege escalation https://t.co/upd8ceaEp3	826170820556967937	79
0	Mon Jan 30 15:07:56 +0000 2017	WordPress Rolls Out Major Security Patch, Fixes XSS and SQL Injection Bugs: WordPress announced it has… https://t.co/5m7k1HtyGe #infosec	826084538115764225	48
1	Mon Jan 30 20:27:19 +0000 2017	Vuln: Oracle Java SE and JRockit CVE-2016-3427 Remote Security Vulnerability https://t.co/Hms449LvQm	823538140182958080	43
0	Mon Jan 30 21:34:55 +0000 2017	threatmeter: Vuln: Skype for Windows CVE-2016-5720 Untrusted Search Path vulnerability https://t.co/UyHloDbsAG	826181925962387457	43
0	Mon Jan 30 15:45:07 +0000 2017	Hacking Printers #Advisory 2/6: Various HP/OKI/Konica printers file/password #disclosure via Post... https://t.co/ZlanyShrVx #FullDisclosure	826093895666724865	25
0	Mon Jan 30 09:09:04 +0000 2017	Vuln: WordPress Prior to 4.7.2 Multiple Security Vulnerabilities https://t.co/bmYPsBLheT	825994226743681028	20
0	Mon Jan 30 12:40:19 +0000 2017	#cybersecurity Google Chrome, Microsoft Edge, and Mozilla Firefox Engage in a Battle for Supremacy https://t.co/kIzpNFrDwa #infosec	826047387311370240	33
0	Mon Jan 30 20:05:51 +0000 2017	Vuln: Skype for Windows CVE-2016-5720 Untrusted Search Path vulnerability https://t.co/DuphqgSDVx  Skype for Windows CVE-2016-5720 Untrust…	826159513547993089	15
0	Mon Jan 30 16:06:50 +0000 2017	#security #hacking: Many NETGEAR Routers Leak Admin Passwords https://t.co/InPfL3WFbz	826099361121783808	61
1	Mon Jan 30 19:58:05 +0000 2017	Vuln: Skype for Windows CVE-2016-5720 Untrusted Search Path vulnerability https://t.co/X1ggt1X2VW	826157558591205376	20
0	Mon Jan 30 23:22:22 +0000 2017	CVE-2015-2180 https://t.co/c9DViQwS3N The DBMail driver in the Password plugin in Roundcube before 1.1.0 allows remote attackers to execut…	826208966044680192	15
0	Mon Jan 30 19:00:38 +0000 2017	@DennisQua1d Great! Thanks for doing that. Your feedback helps us make Windows even better.	826143098921181184	72
0	Mon Jan 30 20:08:02 +0000 2017	Netflix Scam Spreads Ransomware: A program found on suspicious websites aims to trick Windows/PC users… https://t.co/fVmlloYh6a #infosec	826160061596577792	48
0	Tue Jan 31 13:08:42 +0000 2017	How to Display #WordPress Photos in Columns and Rows - https://t.co/nY8A178nhj https://t.co/puMaUfuroO	826416918731055104	75
0	Tue Jan 31 16:30:08 +0000 2017	Bugtraq: ESA-2017-007: EMC Documentum eRoom Unverified Password Change #Vulnerability https://t.co/qmIGCxmuaO #bugtraq	826467611005243392	25
1	Tue Jan 31 13:14:26 +0000 2017	threatmeter: Vuln: Adobe Flash Player APSB16-10 Multiple Use After Free Remote Code Execution Vulnerabilities https://t.co/2nwAZEzEaa	826418361638744065	43
0	Tue Jan 31 08:46:30 +0000 2017	NETGEAR Multiple products Remote and Local Password Disclosure https://t.co/szrgx6iCLQ	826350933563076609	79
0	Tue Jan 31 02:29:49 +0000 2017	@jude_c We're thrilled you're enjoying it! Are you using Windows 10 to work on any cool projects at the moment?	826256137930547200	72
0	Tue Jan 31 17:59:06 +0000 2017	threatmeter: WordPress Online Hotel Booking System Pro 1.0 SQL Injection https://t.co/5RBalUIgcC	826490000032329730	43
0	Tue Jan 31 11:42:18 +0000 2017	Facebook Unveils 'Delegated Recovery' to Replace Traditional Password Recovery Methods https://t.co/hm3cYpIsbQ	826395175454810113	74
0	Tue Jan 31 18:38:50 +0000 2017	Cisco Coverage for Shamoon 2: Shamoon is a type of destructive malware that has been previously… https://t.co/VHFJREK469 #infosec	826500001161416705	48
1	Tue Jan 31 21:43:50 +0000 2017	RT @SANSICS: Fill in your ICS knowledge gap with ICS/SCADA Security Essentials #ICS410 in Orlando Apr 9-13 #SANS2017 https://t.co/Es5dFpPx4z	826546557436751872	16
0	Tue Jan 31 18:11:31 +0000 2017	EMC Documentum eRoom Unverified Password Change https://t.co/V6PyB84Mot #advisory	826493126726524928	71
0	Tue Jan 31 17:30:08 +0000 2017	Viscosity For #Windows 1.6.7 Priviege Escalation https://t.co/5dACXwQDh2 #PacketStorm	826482711028125696	25
0	Tue Jan 31 18:33:01 +0000 2017	Password-stealing security hole discovered in many Netgear routers https://t.co/zSUeeT5DR4 https://t.co/ZgNXY7mZN2	826498538171486210	24
0	Tue Jan 31 07:30:07 +0000 2017	#Google's #Chrome is about to get rather in-your-face about HTTPS https://t.co/eFogh0BY8P #TheRegister	826331714918113280	25
1	Tue Jan 31 11:09:34 +0000 2017	#cybersecurity Vuln: Microsoft Office CVE-2016-7276 Information Disclosure Vulnerability https://t.co/mKnBgnRkbN #infosec	826386938961686528	33
1	Tue Jan 31 11:54:27 +0000 2017	threatmeter: Vuln: Microsoft Office CVE-2016-7262 Remote Code Execution Vulnerability https://t.co/RmMNdjKpDU	826398234256015360	43
1	Tue Jan 31 12:10:13 +0000 2017	*facepalm* - Apparently #Linux Encryption App @CryptKeeper Has A Universal Decryption Password - The Letter 'p':… https://t.co/XFa2ASXM2c	826402202918993921	9
0	Tue Jan 31 16:46:28 +0000 2017	@dawniellerene Thanks for the info. Try updating Chrome to the latest version on Mac: https://t.co/jAhkcCbYMQ. Let us know if that helps.	826471722383732739	69
1	Tue Jan 31 13:38:54 +0000 2017	New Vulnerability Update: Bundling With Adobe Flash Exposes Windows and Microsoft Had More Vulnerable… https://t.co/bwTbwwDSOC #infosec	826424519682166784	48
0	Tue Jan 31 22:07:45 +0000 2017	Imagine a ChromeOS-style Windows 10 … oh wait, there it is and it’s called Windows Cloud: Microsoft… https://t.co/FX7bOLEMbI #infosec	826552578167205889	48
0	Tue Jan 31 00:19:54 +0000 2017	@Kandy_Girl1 Hi Melissa. Check out this help center article about repairing Chrome if it freezes: https://t.co/k1c53GmNl3. Does that help?	826223443494330368	69
0	Tue Jan 31 17:30:07 +0000 2017	EMC Documentum eRoom Unverified Password Change https://t.co/PIQg04b1D6 #PacketStorm	826482709220388866	25
0	Tue Jan 31 21:46:01 +0000 2017	How to Fix the Missed Schedule Post Error in #WordPress - https://t.co/Ez61BysJWY	826547106248790019	75
1	Tue Jan 31 15:04:08 +0000 2017	Vuln: Adobe Flash Player APSB16-10 Multiple Use After Free Remote Code Execution Vulnerabilities https://t.co/r4sR2xtLq1	826445968853852160	79
0	Tue Jan 31 08:23:06 +0000 2017	NETGEAR Multiple products Remote and Local Password Disclosure https://t.co/yrInua19Lf	826345045515046912	20
0	Tue Jan 31 09:00:34 +0000 2017	RoundCube up to 1.0.x DBMail Driver username/password buffer overflow https://t.co/pdS2rfZhUs	826354474729996288	79
0	Tue Jan 31 03:30:04 +0000 2017	WPBeginner Glossary: What is an autosave in #WordPress? https://t.co/BrmHz9CRzp	826271302235389952	75
0	Tue Jan 31 00:28:55 +0000 2017	Cisco Prime Collaboration Provisioning 10.6.0 Cross Site Scripting Vulnerability https://t.co/TYJbQ6fdzl	826225715750240256	79
0	Tue Jan 31 08:59:15 +0000 2017	threatmeter: NETGEAR Multiple products Remote and Local Password Disclosure https://t.co/7RmWWvhHZo	826354145489715200	43
1	Tue Jan 31 11:00:08 +0000 2017	#Vuln: #Microsoft #Office CVE-2016-7262 Remote Code Execution Vulnerability https://t.co/b7LR4cnseq #bugtraq	826384566587777025	25
0	Tue Jan 31 00:28:54 +0000 2017	Adobe Acrobat Dc OS Windows Denial Of Service Execute Code Overflow Memory corruption Overflow Vulnerability https://t.co/1J0a0wfgd2	826225710192848897	79
1	Tue Jan 31 06:44:51 +0000 2017	threatmeter: NA - CVE-2016-2399 - Integer overflow in the quicktime_read_pascal... https://t.co/KtcQmv5TVR	826320322852974592	43
0	Tue Jan 31 21:45:06 +0000 2017	[webapps] - Netman 204 - #Backdoor Account / Password Reset https://t.co/wxGSWhDDuI #ExploitDB	826546876904189952	25
0	Tue Jan 31 23:04:36 +0000 2017	#0daytoday #Netgear Routers - Password Disclosure Vulnerabilities CVE-2017-5521 [webapps #exploits #Vulnerabilitie… https://t.co/Al8fajy9dA	826566884615213057	79
0	Tue Jan 31 22:24:09 +0000 2017	#0daytoday #WordPress Private Messages 1.0.1 Plugin - SQL Injection Vulnerability [#0day #Exploit] https://t.co/opEBMtmUpa	826556704020058112	0
0	Tue Jan 31 00:57:00 +0000 2017	@nprignano Hi, Nick! How's your experience with Windows 10 going so far?	826232782749835266	72
0	Tue Jan 31 13:05:48 +0000 2017	The latest #Linux Webserver #Security! https://t.co/BXIj4RoxMK Thanks to @artem_i_baranov @bouroo @easytechsec #wordpress #nginx	826416191363305472	73
0	Tue Jan 31 01:23:28 +0000 2017	@insecurphangirl How exciting! Which features are you excited to try out on Windows 10?	826239440402124800	72
1	Tue Jan 31 15:29:38 +0000 2017	threatmeter: CVE-2017-3231 (jdk, jre) https://t.co/23rWEJ2p8F	826452385748881412	43
0	Tue Jan 31 19:50:55 +0000 2017	Adobe Acrobat Dc 15.006.30201 OS Windows Denial Of Service Execute Code Overflow Memory corruption Overflow Vulnerability …	826518141077426178	15
0	Tue Jan 31 17:24:14 +0000 2017	threatmeter: Bugtraq: ESA-2017-007: EMC Documentum eRoom Unverified Password Change Vulnerability https://t.co/5EPUfnUVIp	826481226097766400	43
0	Tue Jan 31 19:47:17 +0000 2017	@SharoonasK Hi there. Give these steps a try to repair Chrome: https://t.co/k1c53GEoJD. Let us know if that helps.	826517228036165632	69
0	Tue Jan 31 14:35:01 +0000 2017	@akhilasg Hi Ákhila. What's going on with Google Chrome? Could you tell us more about it? We'll do our best to help.	826438642633699330	69
0	Tue Jan 31 01:00:01 +0000 2017	Tee up an amazing pro-golf experience. Our exclusive @PGATour for #Windows10 app is here: https://t.co/lal7CLW0oW https://t.co/0PcuIUehbT	826233539641356288	72
0	Tue Jan 31 23:05:05 +0000 2017	Bugtraq: ESA-2017-007: EMC Documentum eRoom Unverified Password Change Vulnerability https://t.co/7HkEIfgF1S	826567005771739136	20
1	Tue Jan 31 15:27:49 +0000 2017	Microsoft: Windows 10 will stop a #ransomware epidemic when antivirus fails https://t.co/FZqlZzYxMI	826451930595590145	74
1	Tue Jan 31 04:08:06 +0000 2017	Linux encryption app Cryptkeeper has universal password: ‘p’: And that should be the end of that, shouldn… https://t.co/7HWSp119Lf #infosec	826280874257707008	48
0	Tue Jan 31 00:05:38 +0000 2017	@kavzkaveni Hi there. Just to confirm, have you tried these steps (see 'Fix problems if Chrome...' section): https://t.co/k1c53GEoJD?	826219855363895296	69
0	Tue Jan 31 12:00:11 +0000 2017	#Facebook Unveils 'Delegated Recovery' to Replace Traditional Password Recovery Methods https://t.co/BoHPYx1fqh #TheHackerNews	826399678845444096	25
0	Tue Jan 31 11:48:25 +0000 2017	Facebook Unveils 'Delegated Recovery' to Replace Traditional Password Recovery Methods https://t.co/7jEyORr9tC	826396715779506182	79
1	Tue Jan 31 00:38:28 +0000 2017	Vuln: Oracle Java SE and JRockit CVE-2016-3427 Remote Security Vulnerability https://t.co/dZ9quyGDJu	823550755793764356	79
0	Tue Jan 31 20:49:09 +0000 2017	#vulnerability #security : [webapps] - Netman 204 - Backdoor Account / Password Reset https://t.co/Kr1Ez4x1r9	826532796369866752	61
1	Tue Jan 31 18:04:28 +0000 2017	Red Hat Security Advisory 2017-0216-01 https://t.co/oSV1dt3jFY #advisory	826491354016514048	71
1	Tue Jan 31 15:29:37 +0000 2017	threatmeter: CVE-2017-3241 (jdk, jre, jrockit) https://t.co/qy39noLAoc	826452382640926721	43
0	Tue Jan 31 11:38:52 +0000 2017	Facebook Unveils ‘Delegated Recovery’ to Replace Traditional Password Recovery Methods: How do you reset… https://t.co/uRYg5NnWs1 #infosec	826394311923208197	48
0	Tue Jan 31 11:36:34 +0000 2017	Facebook Unveils 'Delegated Recovery' to Replace Traditional Password Recovery Methods https://t.co/qX9awbEKym	826393734438756352	20
0	Tue Jan 31 18:15:07 +0000 2017	Ugly Password Gaffe Plagues Cryptkeeper #Encryption App https://t.co/mY2zISS5Gw #Threatpost	826494030720573440	25
0	Wed Feb 01 06:44:16 +0000 2017	threatmeter: Google’s bug bounty program pays out $3 million, mostly for Android and Chrome exploits https://t.co/mVlSMcYjRD	826682563754414080	43
0	Wed Feb 01 15:07:51 +0000 2017	Supermicro sockets it to Skylake rivals: Word to your motherboard Comment Supermicro will have more… https://t.co/phIM0WeVjO #infosec	826809293714419712	48
0	Wed Feb 01 16:15:01 +0000 2017	[DB] WordPress 4.7.0-4.7.1 - Unauthenticated Page/Post Content Modification via REST API https://t.co/HUJ6Hzi1ba	826826195476045824	50
1	Wed Feb 01 13:04:53 +0000 2017	Vuln: Red Hat Enterprise Linux 'USB Device Descriptor' Local Denial of Service Vulnerability https://t.co/8UvNslKhjP	826778346633756672	43
0	Wed Feb 01 19:24:31 +0000 2017	@MasudRanalive Looks great so far, Masud! How are you liking Windows 10?	826873884813189120	72
0	Wed Feb 01 22:49:26 +0000 2017	@Mohamed20202028 Neat! Are there any other apps you're liking on Windows 10?	826925455781552129	72
1	Wed Feb 01 11:15:38 +0000 2017	IBM AIX sysproc Bug Lets Local Users Cause Denial of Service Conditions on the Target System https://t.co/3DD0birWpN	826750853050748928	79
0	Wed Feb 01 20:38:30 +0000 2017	@NikTheGeek Hi Nik, you can turn off "helpful" hints like those in your Win10 Settings &gt; System &gt; Notifications &gt; "Get tips, tricks..." -PM	826892501797765120	57
0	Wed Feb 01 22:15:06 +0000 2017	WhatsApp reduces spam, despite end-to-end #encryption https://t.co/2DTdPCFNVD #NetworkWorld	826916816073089024	25
0	Wed Feb 01 23:49:44 +0000 2017	@rainbowgem_x Hi there. Chrome chat support isn't available. What's going on with Google Chrome? Let us know &amp; we'll try our best to help.	826940627376099328	69
1	Wed Feb 01 01:44:13 +0000 2017	threatmeter: Cisco WebEx Chrome Extension Remote Command Execution https://t.co/e96zRgC0h9	826607052575404033	43
0	Wed Feb 01 12:17:45 +0000 2017	INFIELD CHATTER: MLB likely hoping #hacking story disappears https://t.co/6eu41d6aim	826766485192323072	74
1	Wed Feb 01 01:44:10 +0000 2017	threatmeter: Google Chrome HTMLKeygenElement::shadowSelect() Type Confusion https://t.co/79uAq5hyfg	826607039942103041	43
1	Wed Feb 01 10:00:08 +0000 2017	#Vuln: #McAfee Agent CVE-2017-3896 #Remote Denial of Service Vulnerability https://t.co/T6ridbskTI #bugtraq	826731854258642944	25
1	Wed Feb 01 11:06:58 +0000 2017	#security #news : Sniff out and kick out Windows malware for free https://t.co/BTIrczWvdu	826748672524349440	61
0	Wed Feb 01 03:24:31 +0000 2017	threatmeter: CVE-2016-9418 MyBB (aka MyBulletinBoard) before 1.8.8 on Windows and MyBB Merge System before 1.8.8 o… https://t.co/R7tgsSOpqP	826632293125148680	43
1	Wed Feb 01 13:15:08 +0000 2017	CVE-2017-3823 https://t.co/p2yLq7i24Z An issue was discovered in the Cisco WebEx Extension before 1.0.7 on Google Chrome, the ActiveTouch …	826780928496263168	15
1	Wed Feb 01 07:48:07 +0000 2017	#cyber #infosec Cisco WebEx Chrome Extension Remote Command Execution https://t.co/slY8XThvAQ	826698631373795331	61
0	Wed Feb 01 01:35:10 +0000 2017	@nicolablackwood I'm disappointed. You're not representing your constituents. This is going to bite you and other MPs in the bum. :(	826604773382176768	24
1	Wed Feb 01 18:09:37 +0000 2017	threatmeter: RHEL 6 : kernel (RHSA-2017:0216) https://t.co/hWBeVnVuEP	826855035040649220	43
0	Wed Feb 01 12:10:08 +0000 2017	Facebook takes steps to boost password recovery security https://t.co/0jM6zETSM5 #sophoslabs	826764568806322176	14
0	Wed Feb 01 09:14:10 +0000 2017	threatmeter: Cerber tops Windows 10 ransomware charts https://t.co/umCddWTjVq	826720285374214144	43
0	Wed Feb 01 16:40:01 +0000 2017	@UCWindowsguy We have a few options! What do you think of the NuVision TM800W610L? https://t.co/9t8EVUMjwJ	826832485732450305	72
0	Wed Feb 01 21:19:20 +0000 2017	threatmeter: MyBB/MyBB Merge System up to 1.8.7 on Windows Style Import File privilege escalation https://t.co/WbYeyaS6bS	826902780036182016	43
0	Wed Feb 01 10:38:25 +0000 2017	FriendFinder Breach Highlights the Need for Better Practice in Password Security: The FriendFinder… https://t.co/jti5N0KE46 #infosec	826741488105189376	48
1	Wed Feb 01 17:54:06 +0000 2017	#vulnerability #security : [dos] - Google Chrome - 'HTMLKeygenElement::shadowSelect()' Type Confusion https://t.co/lYs8O65mXc	826851132702130176	61
0	Wed Feb 01 15:25:30 +0000 2017	@allualap Excellent! Thanks for getting back to us. Make sure to check out all the latest features in WIndows 10. https://t.co/Fxm9CTdrNu	826813733469032449	72
1	Wed Feb 01 18:00:09 +0000 2017	RHEL 7 : kernel (RHSA-2017:0217) https://t.co/sDWPyruIAI #Nessus	826852652994539520	25
1	Wed Feb 01 21:10:21 +0000 2017	CVE-2016-5985 https://t.co/W27pn065vh The IBM Tivoli Storage Manager (IBM Spectrum Protect) AIX client is vulnerable to a buffer overflow …	826900518266105862	15
0	Wed Feb 01 15:49:52 +0000 2017	#cybersecurity Russia charges cyber security expert, FSB officers with treason - lawyer https://t.co/tNB8J9YpNT #infosec	826819867051323392	33
0	Wed Feb 01 13:03:38 +0000 2017	Google Coughts Up $1m For Each Chrome And Android Bug In 2016 https://t.co/9pqU7wNtlE	826778034502000641	79
0	Wed Feb 01 02:53:55 +0000 2017	@dave_stewart Thanks for the kind words, Dave! Which features have been catching your eye on Windows 10 lately?	826624592487788546	72
0	Wed Feb 01 03:30:11 +0000 2017	How to Create a Simple Staff List in #WordPress - https://t.co/qWtINZnweb	826633720371232769	75
0	Wed Feb 01 00:40:00 +0000 2017	@SaadKhanQta Great! Thanks for doing that. Your feedback helps us make Windows even better.	826590892421165056	72
1	Wed Feb 01 14:38:14 +0000 2017	Last Dridex Trojan variant uses a new tactic to bypass Windows UAC https://t.co/470FxoMURl	826416407130865664	30
0	Wed Feb 01 23:34:01 +0000 2017	Howdy #AltSummit! Did you register a new .blog at the @wordpressdotcom booth? Share your new domain wth the hashtag… https://t.co/zwiHM2UN7R	826936674835902464	70
0	Wed Feb 01 21:46:00 +0000 2017	How to Install and Setup MaxCDN in #WordPress - https://t.co/Tz8KlpugZT	826909492205977602	75
0	Wed Feb 01 08:30:08 +0000 2017	#WordPress FormBuilder 1.05 Cross Site Request Forgery https://t.co/VYzVepQzkp #CXSECurity	826709205365121024	25
